emp_no,dept_name,first_name,last_name,birth_date,from_date,to_date,title
432603,Development,Fusako,Hasham,1964-06-16,1985-06-23,9999-01-01,Assistant Engineer
432626,Development,Aleksandar,Ulupinar,1963-12-02,1985-11-19,9999-01-01,Engineer
432639,Development,Mircea,Chelton,1962-01-08,1985-08-10,9999-01-01,Senior Engineer
432641,Sales,Conrado,Fandrianto,1964-03-27,1987-04-08,9999-01-01,Senior Staff
432646,Production,Kiam,Thorensen,1963-07-07,1985-11-18,9999-01-01,Senior Engineer
432689,Customer Service,Anyuan,Lichtner,1964-07-10,1987-12-05,9999-01-01,Senior Staff
432715,Development,Rafail,Tetzlaff,1962-03-12,1987-10-12,9999-01-01,Senior Engineer
432723,Marketing,Flemming,Picci,1963-04-04,1988-07-18,9999-01-01,Senior Staff
432758,Customer Service,Chiranjit,Auyong,1964-06-09,1988-07-28,9999-01-01,Senior Staff
432782,Production,Zhonghui,Waterhouse,1964-08-22,1987-11-17,9999-01-01,Engineer
432803,Development,Heekeun,Pesch,1962-10-25,1985-07-10,9999-01-01,Assistant Engineer
432836,Production,Toshimori,Gadepally,1963-02-01,1987-05-25,9999-01-01,Senior Engineer
432891,Development,Dhritiman,Cronau,1963-04-15,1987-03-11,9999-01-01,Assistant Engineer
432899,Marketing,Radhakrishnan,Mitsuhashi,1964-01-13,1985-06-14,9999-01-01,Staff
432926,Development,Eldridge,Demeyer,1962-01-13,1986-08-06,9999-01-01,Senior Engineer
432956,Marketing,Qunsheng,Birrer,1965-01-25,1986-05-13,9999-01-01,Staff
432992,Sales,Oksana,Karcich,1962-01-25,1987-05-02,9999-01-01,Staff
432996,Development,Harngdar,Mahmud,1963-01-24,1985-09-23,9999-01-01,Senior Engineer
433040,Research,Maya,Penz,1963-06-12,1987-01-06,9999-01-01,Staff
433057,Sales,Tommaso,Takanami,1964-09-13,1988-01-18,9999-01-01,Staff
433078,Development,Seongbin,Zaccaria,1962-10-02,1986-03-11,9999-01-01,Senior Engineer
433087,Finance,Xuejia,Kabayashi,1964-02-07,1988-02-14,9999-01-01,Staff
433110,Sales,Fun,Garnier,1963-08-09,1986-03-15,9999-01-01,Staff
433129,Development,Sushant,Heping,1962-04-07,1988-05-25,9999-01-01,Senior Engineer
433205,Development,Xiaopeng,Melton,1963-12-12,1986-09-13,9999-01-01,Assistant Engineer
433229,Development,Nitsan,Heyers,1963-11-16,1988-10-29,9999-01-01,Engineer
433282,Development,Elgin,Merey,1962-02-13,1986-09-27,9999-01-01,Senior Engineer
433287,Research,Sajjan,Rosis,1964-01-03,1988-08-12,9999-01-01,Senior Staff
433327,Finance,Mechthild,Maliniak,1963-10-03,1986-03-10,9999-01-01,Senior Staff
433363,Production,Fun,England,1964-10-13,1987-04-01,9999-01-01,Technique Leader
433402,Sales,Xiaobin,Shanbhogue,1963-08-08,1986-10-07,9999-01-01,Senior Staff
433403,Development,Weiyi,Birjandi,1963-04-11,1988-07-21,9999-01-01,Technique Leader
433409,Human Resources,Byong,Alpay,1964-05-15,1985-08-06,9999-01-01,Senior Staff
433412,Development,Mayumi,Leijenhorst,1963-03-30,1987-12-27,9999-01-01,Senior Engineer
433464,Development,Kwok,Herber,1962-01-11,1985-04-17,9999-01-01,Technique Leader
433490,Production,Xuejun,Zielinski,1964-11-19,1985-11-01,9999-01-01,Engineer
433507,Production,Rildo,Bauknecht,1964-01-07,1985-10-17,9999-01-01,Senior Engineer
433523,Development,Wojceich,Sabnani,1962-10-05,1986-07-06,9999-01-01,Senior Engineer
433698,Quality Management,Moti,Llado,1962-02-15,1988-11-06,9999-01-01,Senior Engineer
433713,Quality Management,Arch,Felder,1964-12-18,1986-10-25,9999-01-01,Senior Engineer
433722,Development,Naraig,Staudhammer,1964-06-23,1985-04-29,9999-01-01,Senior Engineer
433729,Customer Service,Douadi,Krichel,1963-05-28,1988-03-14,9999-01-01,Senior Staff
433733,Development,Flemming,Zuberek,1963-02-16,1985-03-21,9999-01-01,Engineer
433777,Human Resources,Yinghua,Copas,1964-09-03,1988-03-21,9999-01-01,Senior Staff
433809,Development,Wonhee,Ramsey,1962-11-03,1985-03-27,9999-01-01,Assistant Engineer
433840,Development,Shaw,Giarratana,1962-05-27,1986-01-07,9999-01-01,Senior Engineer
433843,Research,Shahar,Clemencon,1964-11-01,1986-12-03,9999-01-01,Senior Staff
433847,Production,Josyula,Engelmann,1963-01-11,1986-02-21,9999-01-01,Engineer
433867,Human Resources,Tomokazu,Luke,1964-07-09,1987-06-10,9999-01-01,Staff
433911,Production,Vojin,Petereit,1964-10-23,1987-05-19,9999-01-01,Engineer
433944,Production,Kazuyasu,Steinauer,1963-05-07,1986-12-21,9999-01-01,Engineer
433965,Human Resources,Francesca,Benantar,1964-01-17,1988-01-30,9999-01-01,Staff
433986,Sales,Volkmar,Varman,1964-08-05,1988-05-02,9999-01-01,Staff
433996,Production,Zengping,Maksimenko,1963-03-08,1988-10-19,9999-01-01,Senior Engineer
433999,Development,Morrie,Anick,1963-11-04,1986-01-25,9999-01-01,Senior Engineer
434008,Marketing,Garnet,Reistad,1962-07-28,1985-07-09,9999-01-01,Senior Staff
434025,Quality Management,Poorav,Doering,1962-08-22,1985-07-19,9999-01-01,Engineer
434103,Human Resources,Zhigen,Pocchiola,1964-06-25,1986-08-02,9999-01-01,Senior Staff
434125,Development,Boriana,Vieri,1964-06-04,1988-12-03,9999-01-01,Technique Leader
434162,Sales,Bodo,Aloia,1963-06-11,1987-04-10,9999-01-01,Staff
434194,Sales,Nadjib,Syang,1963-05-14,1987-12-29,9999-01-01,Senior Staff
434206,Sales,Elrique,Angelov,1964-11-15,1986-01-30,9999-01-01,Senior Staff
434246,Development,Fan,Kusakari,1963-04-10,1985-02-16,9999-01-01,Technique Leader
434248,Production,Munenori,Christianini,1964-11-29,1988-07-18,9999-01-01,Assistant Engineer
434282,Customer Service,Chrisa,Keirsey,1962-03-19,1985-03-14,9999-01-01,Staff
434285,Sales,Kien,Yurek,1963-06-03,1986-01-28,9999-01-01,Staff
434291,Development,Garnet,Chleq,1963-06-24,1986-05-06,9999-01-01,Senior Engineer
434294,Human Resources,Naftali,Bernardeschi,1963-06-03,1988-05-03,9999-01-01,Senior Staff
434330,Production,Feixiong,England,1962-12-14,1986-10-07,9999-01-01,Senior Engineer
434331,Production,Saeed,Gerteisen,1964-07-03,1985-10-16,9999-01-01,Engineer
434338,Quality Management,Yunming,Genin,1963-07-11,1985-11-05,9999-01-01,Senior Engineer
434341,Production,Geoffrey,Karnin,1963-12-29,1988-09-10,9999-01-01,Technique Leader
434404,Development,Abdelghani,Krider,1964-09-26,1988-04-20,9999-01-01,Senior Engineer
434415,Sales,Izaskun,Porenta,1964-08-28,1985-05-31,9999-01-01,Senior Staff
434418,Customer Service,Magdalena,Khalil,1963-05-08,1986-07-27,9999-01-01,Senior Staff
434426,Sales,Ayonca,Furedi,1963-07-02,1987-04-09,9999-01-01,Senior Staff
434463,Customer Service,Along,Rodier,1963-12-22,1986-07-17,9999-01-01,Staff
434472,Development,Yifei,Vakili,1963-05-11,1988-11-21,9999-01-01,Senior Engineer
434485,Customer Service,Kwangjo,Quaggetto,1964-11-14,1985-07-25,9999-01-01,Senior Staff
434501,Customer Service,Khedija,Mondadori,1964-06-01,1985-07-11,9999-01-01,Senior Staff
434512,Customer Service,Xinyu,Selvestrel,1962-03-06,1987-12-17,9999-01-01,Senior Staff
434515,Production,Sastry,Uchoa,1962-09-16,1988-01-17,9999-01-01,Senior Engineer
434521,Production,Shahab,Hempstead,1964-10-16,1987-03-19,9999-01-01,Senior Engineer
434525,Production,Torsten,Usery,1964-01-03,1988-12-29,9999-01-01,Senior Engineer
434585,Production,Dung,Syrzycki,1964-03-01,1986-05-03,9999-01-01,Senior Engineer
434598,Customer Service,Christophe,Cooman,1964-08-23,1986-12-12,9999-01-01,Senior Staff
434617,Production,Elgin,McClurg,1963-08-02,1988-02-23,9999-01-01,Senior Engineer
434619,Development,Guther,Rothenberg,1964-03-03,1985-10-29,9999-01-01,Engineer
434630,Finance,Dines,Lichtman,1963-11-21,1987-11-19,9999-01-01,Staff
434662,Customer Service,Shahab,Avouris,1963-08-12,1986-07-08,9999-01-01,Staff
434695,Research,Tzvetan,Bondorf,1962-01-29,1987-12-22,9999-01-01,Senior Staff
434723,Production,Padma,Taubman,1963-12-09,1988-12-23,9999-01-01,Senior Engineer
434775,Finance,Kwangsub,Stranks,1962-07-21,1986-04-22,9999-01-01,Senior Staff
434782,Customer Service,Barry,Kavanagh,1963-07-17,1985-10-17,9999-01-01,Senior Staff
434805,Production,Holgard,Lenart,1962-01-06,1986-08-01,9999-01-01,Engineer
434813,Development,Troy,Domenig,1963-08-13,1988-01-25,9999-01-01,Technique Leader
434845,Sales,Takushi,Skogmar,1965-01-11,1985-06-07,9999-01-01,Senior Staff
434850,Marketing,Hilari,Munro,1964-04-21,1986-01-12,9999-01-01,Senior Staff
434875,Sales,Rimli,Benaini,1963-07-12,1986-04-13,9999-01-01,Senior Staff
434876,Finance,Alagu,Gunderson,1962-11-01,1986-11-25,9999-01-01,Staff
434879,Production,Mitsuyuki,Kilgour,1964-01-05,1985-07-01,9999-01-01,Engineer
434890,Customer Service,Rimli,Fortenbacher,1962-07-01,1988-06-08,9999-01-01,Senior Staff
434967,Development,Ingemar,Gustavson,1962-03-15,1986-06-10,9999-01-01,Technique Leader
435005,Development,Khue,Preusig,1962-10-20,1988-12-06,9999-01-01,Senior Engineer
435025,Development,Guther,Terwilliger,1964-03-23,1987-06-04,9999-01-01,Senior Engineer
435049,Finance,Yishai,Pena,1964-08-21,1985-11-07,9999-01-01,Senior Staff
435068,Quality Management,Achilleas,Broomell,1964-08-31,1988-06-28,9999-01-01,Engineer
435086,Marketing,Martien,Waleschkowski,1962-03-01,1987-01-03,9999-01-01,Senior Staff
435120,Development,Conor,Brodie,1962-01-15,1987-12-21,9999-01-01,Technique Leader
435202,Research,Irene,Aumann,1962-06-25,1988-11-30,9999-01-01,Senior Staff
435215,Development,Arve,Figueira,1964-09-03,1986-02-05,9999-01-01,Engineer
435252,Marketing,Nishit,Schicker,1962-12-20,1987-11-01,9999-01-01,Staff
435262,Customer Service,Emran,Liesche,1963-05-24,1988-02-07,9999-01-01,Senior Staff
435273,Production,Jiong,Michaels,1963-02-21,1986-01-04,9999-01-01,Senior Engineer
435287,Development,Khun,Butner,1962-12-31,1988-08-05,9999-01-01,Senior Engineer
435289,Marketing,Feixiong,Schurmann,1965-01-04,1987-02-15,9999-01-01,Staff
435297,Sales,Siddarth,Nitsche,1964-02-25,1988-11-26,9999-01-01,Senior Staff
435319,Production,Jinya,Boyle,1962-04-08,1988-06-23,9999-01-01,Engineer
435320,Production,Tsz,Hutter,1963-06-20,1986-12-28,9999-01-01,Engineer
435347,Human Resources,Kellyn,Tasistro,1963-01-13,1988-10-23,9999-01-01,Staff
435377,Production,Mostafa,Porenta,1962-05-24,1985-10-25,9999-01-01,Senior Engineer
435413,Research,Maha,Jansen,1964-03-31,1986-10-05,9999-01-01,Senior Staff
435484,Production,Heekeun,Petersohn,1964-01-12,1988-03-18,9999-01-01,Engineer
435502,Marketing,Selwyn,Marquardt,1963-08-08,1986-09-11,9999-01-01,Senior Staff
435584,Research,Kien,Sinicrope,1964-09-03,1988-02-29,9999-01-01,Senior Staff
435585,Sales,Shalesh,Dredge,1963-08-02,1985-09-26,9999-01-01,Senior Staff
435596,Production,Tetsushi,Siksek,1964-04-28,1987-11-17,9999-01-01,Engineer
435619,Sales,Kazuhito,Bierbaum,1964-12-22,1988-02-15,9999-01-01,Staff
435633,Development,Dines,Trachtenberg,1963-12-17,1986-04-08,9999-01-01,Senior Engineer
435653,Development,Jasminko,Restivo,1964-04-21,1988-04-08,9999-01-01,Engineer
435665,Production,Minghong,Uludag,1963-05-01,1986-03-19,9999-01-01,Senior Engineer
435681,Sales,Aiichiro,Carrere,1962-08-10,1987-01-22,9999-01-01,Senior Staff
435702,Production,Fumiya,Muhlberg,1963-08-07,1986-12-04,9999-01-01,Senior Engineer
435705,Production,Siamak,Sridhar,1962-12-17,1985-05-08,9999-01-01,Engineer
435718,Development,Danae,Stanfel,1964-01-26,1985-11-07,9999-01-01,Senior Engineer
435722,Sales,Zhongwei,Rindone,1963-05-17,1986-05-17,9999-01-01,Senior Staff
435731,Development,Chinho,Lupu,1962-09-03,1988-02-25,9999-01-01,Engineer
435736,Production,Marko,Mitina,1964-08-28,1988-04-27,9999-01-01,Senior Engineer
435773,Development,Almudena,Kulisch,1963-04-09,1985-03-17,9999-01-01,Senior Engineer
435800,Finance,Palash,Chiola,1963-03-16,1985-05-05,9999-01-01,Senior Staff
435820,Marketing,Kellie,Heijenga,1963-11-08,1988-11-14,9999-01-01,Staff
435834,Sales,Shaw,Etalle,1962-03-29,1988-02-02,9999-01-01,Senior Staff
435845,Marketing,Kousuke,Terlouw,1962-09-10,1986-03-27,9999-01-01,Senior Staff
435848,Production,Fay,Swiss,1963-11-10,1985-03-01,9999-01-01,Senior Engineer
435871,Research,Youjian,Heystek,1963-09-24,1986-06-10,9999-01-01,Senior Staff
435879,Finance,Margo,Weisert,1962-06-11,1985-07-16,9999-01-01,Senior Staff
435905,Development,Isamu,Cronan,1964-12-28,1988-04-15,9999-01-01,Senior Engineer
435949,Production,Aron,Zhang,1962-08-31,1985-05-20,9999-01-01,Engineer
435959,Development,Irene,Conti,1962-06-17,1985-03-01,9999-01-01,Assistant Engineer
435961,Development,Hatsukazu,Beutelspacher,1963-12-07,1986-10-03,9999-01-01,Senior Engineer
436004,Development,Guther,Deyuan,1962-05-20,1988-11-17,9999-01-01,Senior Engineer
436006,Quality Management,Tadahiro,Skafidas,1962-09-03,1986-04-19,9999-01-01,Senior Engineer
436030,Quality Management,Mohit,Picel,1962-11-07,1988-07-22,9999-01-01,Engineer
436041,Development,Tsvetan,Dredge,1963-01-27,1985-11-28,9999-01-01,Senior Engineer
436063,Marketing,Youssef,Dredge,1964-05-14,1985-02-20,9999-01-01,Staff
436064,Development,Lakshmi,Bisiani,1964-02-01,1987-07-08,9999-01-01,Senior Engineer
436112,Development,Alejandra,Biran,1964-10-08,1987-05-23,9999-01-01,Senior Engineer
436140,Sales,Jacopo,Karlin,1963-07-22,1987-11-17,9999-01-01,Senior Staff
436163,Research,Hilari,Ernst,1962-06-29,1986-08-16,9999-01-01,Senior Staff
436169,Development,Angus,Gopalakrishnan,1964-01-15,1988-10-31,9999-01-01,Engineer
436200,Quality Management,Jiann,Biran,1963-04-17,1988-02-20,9999-01-01,Senior Engineer
436206,Sales,Lucian,Valtorta,1964-12-03,1987-08-04,9999-01-01,Staff
436258,Sales,Roddy,Mandell,1964-11-06,1988-12-09,9999-01-01,Staff
436274,Sales,Danae,Mahmud,1962-01-29,1985-06-06,9999-01-01,Senior Staff
436283,Development,Ingemar,Nyrup,1962-09-20,1987-10-31,9999-01-01,Senior Engineer
436288,Sales,Xiaocheng,Detkin,1962-11-12,1987-10-03,9999-01-01,Staff
436293,Development,Domenico,Rosca,1962-05-31,1986-04-17,9999-01-01,Senior Engineer
436354,Sales,Oscar,Malabarba,1962-02-17,1986-12-07,9999-01-01,Staff
436358,Production,Parviz,Perelgut,1964-10-18,1985-08-27,9999-01-01,Engineer
436360,Development,Stafford,Esposito,1964-12-01,1988-12-29,9999-01-01,Senior Engineer
436444,Development,Bikash,Monarch,1962-04-11,1985-12-24,9999-01-01,Technique Leader
436451,Production,Kasturi,Penz,1964-02-03,1986-08-07,9999-01-01,Engineer
436521,Production,Vasilii,Nitto,1962-08-02,1987-07-22,9999-01-01,Engineer
436571,Sales,Rosella,Pietrzykowski,1964-07-19,1987-12-06,9999-01-01,Senior Staff
436642,Development,Mihalis,Curless,1962-11-11,1988-05-30,9999-01-01,Engineer
436683,Development,Shao,Schmezko,1963-12-09,1986-01-23,9999-01-01,Senior Engineer
436725,Quality Management,Giap,Salverda,1962-02-25,1986-04-02,9999-01-01,Engineer
436736,Production,Subhrajyoti,Gulla,1962-04-09,1987-06-20,9999-01-01,Technique Leader
436751,Development,Yaghout,Snyers,1962-03-03,1988-12-12,9999-01-01,Senior Engineer
436791,Research,Masato,Stellhorn,1964-03-29,1987-06-24,9999-01-01,Staff
436800,Production,Arup,Legleitner,1962-10-11,1988-09-01,9999-01-01,Senior Engineer
436801,Production,Arumugam,Daescu,1964-12-06,1985-03-28,9999-01-01,Engineer
436807,Production,Juyoung,Katiyar,1963-04-02,1986-08-16,9999-01-01,Senior Engineer
436827,Human Resources,Wojceich,Limongiello,1965-01-30,1988-03-10,9999-01-01,Senior Staff
436829,Production,Avishai,Denna,1964-02-02,1985-09-08,9999-01-01,Technique Leader
436840,Marketing,Jianhao,Straney,1962-07-17,1987-12-04,9999-01-01,Senior Staff
436849,Development,Maya,Hutton,1962-08-05,1986-02-28,9999-01-01,Technique Leader
436871,Development,Kersti,McDermid,1964-07-18,1988-03-02,9999-01-01,Senior Engineer
436872,Research,Eben,Babu,1963-07-28,1987-01-06,9999-01-01,Staff
436895,Sales,Bluma,Wursthorn,1964-07-22,1986-08-01,9999-01-01,Senior Staff
436899,Sales,Bojan,Atchley,1964-05-10,1988-06-07,9999-01-01,Senior Staff
436918,Production,Sadun,Domenig,1964-04-23,1985-04-15,9999-01-01,Technique Leader
436978,Production,Serge,Zaumen,1963-12-10,1988-05-02,9999-01-01,Senior Engineer
436980,Research,Sudharsan,Schnabel,1964-10-10,1986-03-31,9999-01-01,Staff
436996,Production,Weiru,Zumaque,1963-02-02,1987-10-09,9999-01-01,Senior Engineer
437018,Development,Shigeaki,Schieder,1963-02-25,1985-11-21,9999-01-01,Engineer
437044,Production,Maria,Cooman,1964-12-15,1985-02-16,9999-01-01,Senior Engineer
437084,Finance,Mariangiola,Khalil,1962-10-24,1988-04-29,9999-01-01,Staff
437141,Development,Makato,Gruenwald,1963-07-04,1985-06-18,9999-01-01,Engineer
437183,Finance,Florian,Baba,1963-08-19,1985-10-18,9999-01-01,Senior Staff
437188,Development,Muneo,Szmurlo,1964-04-16,1988-09-19,9999-01-01,Senior Engineer
437198,Research,Boguslaw,Denna,1962-08-26,1987-04-03,9999-01-01,Staff
437203,Sales,Abdelaziz,Lundstrom,1962-10-05,1987-03-30,9999-01-01,Senior Staff
437246,Development,Chaosheng,Ozeki,1964-05-25,1985-03-02,9999-01-01,Senior Engineer
437270,Finance,Abdulah,Murillo,1963-10-03,1988-07-19,9999-01-01,Senior Staff
437276,Finance,Dines,DeMori,1965-01-17,1987-12-07,9999-01-01,Staff
437277,Production,Jiong,Colorni,1963-05-08,1988-02-17,9999-01-01,Senior Engineer
437340,Production,Oscal,Jording,1962-05-15,1986-11-30,9999-01-01,Engineer
437391,Research,Vasilis,Rissanen,1963-10-14,1987-11-13,9999-01-01,Staff
437399,Production,Make,Birnbaum,1963-07-24,1986-01-30,9999-01-01,Engineer
437458,Quality Management,Hirochika,Einsfeld,1962-10-07,1987-09-19,9999-01-01,Engineer
437459,Research,Bernt,Cummings,1963-09-20,1985-07-20,9999-01-01,Senior Staff
437475,Sales,Hidekazu,Cairo,1963-02-06,1986-09-22,9999-01-01,Senior Staff
437478,Production,Masoud,Stavenow,1963-06-05,1988-01-05,9999-01-01,Technique Leader
437506,Production,Jeane,Kropp,1963-01-21,1988-10-04,9999-01-01,Engineer
437512,Production,Sailaja,Tiemann,1964-11-22,1987-04-24,9999-01-01,Senior Engineer
437537,Production,Shooichi,Bazelow,1963-09-20,1987-01-24,9999-01-01,Senior Engineer
437548,Human Resources,Suebskul,Luby,1964-11-24,1985-05-31,9999-01-01,Senior Staff
437573,Development,Rajmohan,Varley,1963-11-06,1988-09-14,9999-01-01,Senior Engineer
437613,Sales,Greger,Nyrup,1963-08-03,1987-08-02,9999-01-01,Staff
437616,Production,Yinghua,Hambrick,1964-03-10,1987-06-04,9999-01-01,Senior Engineer
437646,Production,Przemyslawa,Maksimenko,1963-10-28,1988-10-23,9999-01-01,Engineer
437699,Production,Nathalie,Antonakopoulos,1964-03-27,1987-07-28,9999-01-01,Technique Leader
437709,Finance,Mototsugu,Baaz,1963-02-26,1985-02-05,9999-01-01,Staff
437713,Marketing,Munenori,Shackel,1964-12-10,1985-12-01,9999-01-01,Staff
437726,Quality Management,Mitsuyuki,Merlo,1962-12-22,1986-01-16,9999-01-01,Senior Engineer
437727,Sales,Pranay,Sidou,1963-04-06,1986-12-14,9999-01-01,Senior Staff
437739,Production,Van,Garnick,1962-07-30,1987-07-12,9999-01-01,Engineer
437771,Customer Service,Aksel,Stemann,1964-09-17,1987-12-08,9999-01-01,Senior Staff
437780,Production,Stella,Sethi,1964-12-26,1985-03-30,9999-01-01,Engineer
437826,Sales,Emdad,Giarratana,1964-10-29,1987-03-13,9999-01-01,Staff
437846,Production,Yaghout,Ramsay,1963-06-26,1986-08-05,9999-01-01,Engineer
437862,Research,Kwan,McAffer,1963-08-14,1986-11-24,9999-01-01,Senior Staff
437885,Sales,Roded,Wielonsky,1962-03-20,1987-04-12,9999-01-01,Staff
437947,Development,Arumugam,Muhlberg,1964-12-17,1986-02-08,9999-01-01,Senior Engineer
437960,Finance,DeForest,Remmele,1963-01-14,1985-07-20,9999-01-01,Senior Staff
437971,Production,Adil,Litecky,1963-06-21,1985-05-10,9999-01-01,Assistant Engineer
437995,Sales,Uli,Hatcliff,1964-08-24,1986-03-30,9999-01-01,Staff
438006,Development,Billie,Feinberg,1964-04-20,1985-11-04,9999-01-01,Engineer
438080,Development,Gretta,Deverell,1962-09-29,1987-07-21,9999-01-01,Engineer
438083,Quality Management,Boguslaw,Rajala,1962-02-18,1987-07-20,9999-01-01,Engineer
438091,Quality Management,Jaques,Taneja,1964-02-24,1987-07-06,9999-01-01,Senior Engineer
438119,Customer Service,Yoshimitsu,Kuzuoka,1962-10-29,1987-04-02,9999-01-01,Staff
438148,Sales,Yurii,Schrooten,1962-07-04,1986-02-24,9999-01-01,Senior Staff
438152,Development,Frazer,Mahnke,1962-07-25,1985-07-20,9999-01-01,Senior Engineer
438222,Production,Herbert,Daescu,1962-05-13,1988-07-24,9999-01-01,Engineer
438242,Customer Service,Yongmao,Lichtman,1962-09-07,1987-08-09,9999-01-01,Senior Staff
438256,Production,Moto,Grospietsch,1963-10-06,1988-04-29,9999-01-01,Engineer
438261,Development,Christophe,Schurmann,1963-08-03,1986-03-13,9999-01-01,Senior Engineer
438313,Sales,Sugwoo,Birke,1962-11-18,1985-03-09,9999-01-01,Staff
438353,Marketing,Frazer,Pearson,1964-05-24,1985-03-11,9999-01-01,Senior Staff
438364,Production,Jaewon,Himler,1963-04-11,1985-02-15,9999-01-01,Technique Leader
438448,Development,Vishwani,Debuse,1964-11-05,1986-08-14,9999-01-01,Senior Engineer
438469,Production,Christoper,Jakobus,1964-10-13,1985-10-21,9999-01-01,Senior Engineer
438470,Customer Service,Huican,Ramsak,1962-08-16,1987-07-02,9999-01-01,Senior Staff
438482,Human Resources,Changho,Markovitch,1963-07-15,1986-06-26,9999-01-01,Senior Staff
438507,Sales,Val,Terwilliger,1964-05-18,1985-12-08,9999-01-01,Staff
438543,Development,Kolar,Constantine,1964-03-21,1988-06-20,9999-01-01,Senior Engineer
438549,Sales,Margo,Riexinger,1964-12-01,1987-09-01,9999-01-01,Senior Staff
438566,Customer Service,Sanjay,Vidal,1962-08-23,1987-11-29,9999-01-01,Engineer
438630,Sales,Youpyo,Khasidashvili,1963-11-12,1987-01-14,9999-01-01,Senior Staff
438633,Sales,Chinhyun,Merks,1962-06-19,1985-05-07,9999-01-01,Senior Staff
438635,Sales,Jaewoo,Farrag,1964-11-10,1987-12-03,9999-01-01,Senior Staff
438677,Production,Yuriy,Picaronny,1962-04-07,1987-09-08,9999-01-01,Senior Engineer
438711,Production,Martine,Winter,1963-03-01,1987-11-05,9999-01-01,Senior Engineer
438742,Development,Christoph,Escriba,1963-08-05,1988-01-27,9999-01-01,Engineer
438745,Development,Shietung,Shokrollahi,1963-01-04,1987-08-29,9999-01-01,Technique Leader
438750,Sales,Yurij,Yurov,1963-12-05,1985-06-10,9999-01-01,Senior Staff
438751,Development,Juichirou,Levasseur,1964-09-27,1987-04-24,9999-01-01,Engineer
438767,Development,Sreenivas,Naudin,1962-10-09,1985-09-17,9999-01-01,Senior Engineer
438775,Finance,Ayakannu,Zambonelli,1964-08-20,1987-08-19,9999-01-01,Senior Staff
438786,Customer Service,Bernardo,Kaiserswerth,1963-04-07,1985-03-24,9999-01-01,Senior Staff
438788,Finance,Phillip,Shokrollahi,1964-05-04,1985-07-30,9999-01-01,Senior Staff
438796,Research,Uzi,Sevcikova,1963-07-30,1988-01-30,9999-01-01,Senior Staff
438818,Production,Serap,Rusmann,1964-06-08,1987-11-11,9999-01-01,Engineer
438836,Development,Bowen,Nishimukai,1964-07-09,1988-05-19,9999-01-01,Senior Engineer
438857,Production,Kankanahalli,Baak,1963-10-07,1987-09-01,9999-01-01,Technique Leader
438867,Production,Mandell,Mandell,1963-09-13,1987-07-29,9999-01-01,Engineer
438916,Finance,Yefim,Doering,1962-12-15,1986-03-13,9999-01-01,Senior Staff
438918,Development,Xiaoheng,Antonisse,1963-01-10,1986-07-13,9999-01-01,Engineer
438925,Development,Yagil,Ohori,1962-05-13,1985-07-16,9999-01-01,Senior Engineer
438927,Production,Rayond,Litzler,1964-11-03,1988-09-19,9999-01-01,Engineer
438928,Development,Xuejun,Luby,1963-02-03,1985-04-14,9999-01-01,Senior Engineer
438961,Sales,Marsha,Albarhamtoshy,1964-06-06,1987-02-04,9999-01-01,Senior Staff
438965,Customer Service,Anyuan,Lores,1963-10-04,1985-09-10,9999-01-01,Staff
438974,Quality Management,Shunichi,Shimshoni,1964-10-11,1986-10-04,9999-01-01,Senior Engineer
438975,Development,Jahangir,Masand,1964-01-20,1987-07-29,9999-01-01,Engineer
438995,Research,Taiji,Rabejac,1964-07-07,1985-09-06,9999-01-01,Staff
439005,Production,Palash,Gecsei,1964-08-20,1986-02-18,9999-01-01,Engineer
439016,Production,Jungsoon,Zschoche,1963-10-27,1985-06-05,9999-01-01,Senior Engineer
439042,Development,Heather,Ghelli,1964-09-14,1987-05-21,9999-01-01,Senior Engineer
439047,Customer Service,Huican,Wielonsky,1964-08-30,1987-07-06,9999-01-01,Senior Staff
439082,Development,Arvin,Beidas,1962-02-08,1988-09-29,9999-01-01,Engineer
439127,Sales,Carrsten,Muntz,1963-11-16,1986-04-25,9999-01-01,Senior Staff
439138,Sales,Geoffry,Stranks,1962-10-14,1987-05-24,9999-01-01,Staff
439149,Finance,Branimir,Pocchiola,1963-08-17,1988-12-27,9999-01-01,Staff
439155,Development,Basil,Merlo,1962-12-12,1985-04-30,9999-01-01,Engineer
439217,Human Resources,Deborah,Glinert,1963-11-05,1987-12-09,9999-01-01,Senior Staff
439268,Development,Bangqing,Siepmann,1963-09-04,1988-05-26,9999-01-01,Engineer
439271,Finance,Georg,Toyoshima,1963-07-23,1986-06-27,9999-01-01,Staff
439299,Development,Arup,Geffroy,1963-04-09,1987-10-19,9999-01-01,Engineer
439317,Sales,Kendra,Litzkow,1962-07-11,1987-05-11,9999-01-01,Senior Staff
439331,Production,Feiyu,Ramsey,1963-12-16,1986-06-06,9999-01-01,Engineer
439374,Marketing,Khosrow,Zaccaria,1964-07-27,1988-01-30,9999-01-01,Senior Staff
439381,Development,Ramachenga,Ferretti,1963-10-18,1985-04-25,9999-01-01,Engineer
439391,Production,Greger,Soicher,1964-05-15,1986-02-28,9999-01-01,Senior Engineer
439397,Sales,Serif,Bennet,1963-05-13,1987-05-25,9999-01-01,Staff
439403,Development,Katsuo,Armand,1964-05-21,1988-02-07,9999-01-01,Engineer
439459,Production,Kazunori,Birke,1964-07-04,1986-02-25,9999-01-01,Senior Engineer
